,id,name,author,title,description,url,urlToImage,publishedAt,content
0,globo,Globo,,"Samarco é condenada a ressarcir INSS em R$ 11,6 milhões por pensões pagas a famílias de Mariana","A Samarco foi condenada a ressarcir o Instituto Nacional do Seguro Social (INSS) em cerca de R$ 11,6 milhões pelas pensões pagas às famílias de 14 vítimas do desastre de Mariana, em Minas Gerais, em novembro de 2015. A decisão foi proferida pela juíza Patríci…",https://valor.globo.com/empresas/noticia/2022/06/23/samarco-e-condenada-a-ressarcir-inss-em-r-116-milhoes-por-pensoes-pagas-a-familias-de-mariana.ghtml,https://s2.glbimg.com/byCDaV9quypgZoC8SFEPHrJilJk=/1200x/smart/filters:cover():strip_icc()/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/e/N/k55WNdSGKSRgC7YLYD9A/trag-dia-samarco.jpg,2022-06-23T20:27:28Z,"A Samarco foi condenada a ressarcir o Instituto Nacional do Seguro Social (INSS) em cerca de R$ 11,6 milhões pelas pensões pagas às famílias de 14 vítimas do desastre de Mariana, em Minas Gerais, em … [+3308 chars]"
1,globo,Globo,,"Em quase 10 anos, Recife usou 17% do previsto para melhorias em áreas de risco","Mais de 40 pessoas morreram na capital pernambucana em decorrência das fortes chuvas que atingem a região metropolitana Desde 2013, a Prefeitura do Recife executou apenas 17% do orçamento previsto para obras de urbanização em áreas de risco, como locais de en…",https://valor.globo.com/brasil/noticia/2022/06/01/em-quase-10-anos-recife-usou-17percent-do-previsto-para-melhorias-em-areas-de-risco.ghtml,https://s2.glbimg.com/Y70kiQ8dcSPDyVXDFdIB1w6BFyg=/1200x/smart/filters:cover():strip_icc()/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/x/S/zyBf3PR9iPmYtTMALveQ/bairro-de-jardim-monteverde-regiao-limitrofe-entre-recife-e-jaboatao-dos-guararapes-atingido-pelas-fortes-chuvas-na-regiao-metropolitana-do-recife-tv-brasil-agencia-brasil.jpg,2022-06-01T22:19:07Z,"Desde 2013, a Prefeitura do Recife executou apenas 17% do orçamento previsto para obras de urbanização em áreas de risco, como locais de encostas e alagados. Dentre os R$ 980 milhões disponibilizados… [+5350 chars]"
